"","PREDDEG_factor","Control_factor","NPT4_COMBINE","DEP_STAT_PCT_IND","PAR_ED_PCT_1STGEN","MD_FAMINC","PCTPELL","PCTFLOAN","GRAD_DEBT_MDN","WDRAW_DEBT_MDN","APPL_SCH_PCT_GE2","MD_EARN_WNE_P6","MD_EARN_WNE_P10","RPY_3YR_RT_SUPP","CDR3"
"157696","Associate's-degree","Private For-profit",19651,0.7167097807,0.5262342091,14933.85861,0.8175,0.8492,17800,4867,0.3767245627,27700,27400,0.2426065163,0.262
"176008","Associate's-degree","Public",3434,0.3923890063,0.4676988788,12398.89257,0.7514,0,14000,5500,0.6080338266,18400,23400,0.4088072088,0
"446677","Associate's-degree","Private For-profit",20928,0.8450257196,0.5500138927,14476.06306,0.8553,0.8596,24608,5859.5,0.371018934,24900,28500,0.2107329843,0.336
"147828","Bachelor's-degree","Private Nonprofit",19489,0.2400442478,0.2777451556,72124.17145,0.3209,0.7046,25358,9500,0.5475663717,31300,38500,0.6909090909,0.064
"458423","Certificate-degree","Private For-profit",14962.5,0.8769230769,0.5093457944,23150.4868,0.6111,0.8148,4786,3219,0.2115384615,18600,30600,0.6551724138,0.173
"141307","Associate's-degree","Public",7160,0.4017241379,0.516194332,23003.73273,0.5093,0.2936,8950.5,4250,0.5034482759,24200,28800,0.3265306122,0.23
"450544","Bachelor's-degree","Private For-profit",25488,0.6795601062,0.4961274543,16074.63732,0.5181,0.5,9791,5736,0.5390053632,32500,37000,0.3214673323,0.158
"115409","Bachelor's-degree","Private Nonprofit",27468,0.6112138016,0.5076923077,90449.75462,0.1229,0.4366,22364,12268,0.4167031045,64600,67200,0.4088072088,0
"462318","Certificate-degree","Private For-profit",16891,0.8311688312,0.3722627737,25658.56141,0.2951,0.4672,6333,2589,0.2597402597,25000,30600,0.4088072088,0
"431284","Certificate-degree","Private For-profit",9951,0.7619047619,0.5076923077,16645.21292,0.7966,0,14000,5500,0.4167031045,14300,19500,0.4088072088,0
"223922","Certificate-degree","Public",6724,0.4522222222,0.5094850949,24488.91345,0.4763,0.5668,7649,5250,0.43,23200,28900,0.3901734104,0.272
"166407","Associate's-degree","Private Nonprofit",32800,0.8744769874,0.4879227053,34520.59518,0.2894,0.9325,20000,20688,0.4267782427,60300,59900,0.7387755102,0.028
"117867","Associate's-degree","Public",8124,0.4231658001,0.685891748,17086.18409,0.3228,0.0322,9500,4744,0.5924321202,23100,28300,0.2545454545,0.22
"418320","Certificate-degree","Public",-856,0.6507936508,0.5803571429,15168.98685,0.088,0,14000,5500,0.2380952381,24300,23700,0.4088072088,0
"457068","Certificate-degree","Private For-profit",15276,0.6708333333,0.5607685433,13036.935,0.403,0.4328,14350,5221,0.3227564103,14700,18900,0.1886792453,0.324
"160630","Bachelor's-degree","Public",6647,0.5736491488,0.5186533212,17660.84041,0.7094,0.6895,23147,9500,0.6972612879,21300,29200,0.1781818182,0.155
"237136","Bachelor's-degree","Private Nonprofit",12194,0.1333333333,0.5076923077,40465.48514,0.4656,0.2824,11100,5500,0.44,21900,28700,0.8085106383,0.05
"440378","Associate's-degree","Private For-profit",23331,0.7543859649,0.5429864253,14039.95313,0.7969,0.8203,20000,6333,0.4631578947,21600,23900,0.1042345277,0.315
"364575","Certificate-degree","Public",5277,0.84375,0.5076923077,11052.50623,0.7843,0,14000,5500,0.4167031045,25000,22300,0.4088072088,0
"189459","Associate's-degree","Private For-profit",16955,0.5751662971,0.5240520656,21186.92154,0.6572,0.8754,26393,7887,0.3609756098,26000,38200,0.35728444,0.2
"455202","Certificate-degree","Private For-profit",15369,0.6243386243,0.5225806452,26676.3851,0.297,0.4632,12000,4500,0.3650793651,25000,30600,0.4088072088,0.25
"443641","Certificate-degree","Private For-profit",18815,0.4739240506,0.4631028472,23214.99848,0.3129,0.5136,10556,4750,0.4065822785,18700,19600,0.5475430759,0.174
"407461","Certificate-degree","Public",5993,0.8012232416,0.6379928315,22291.26755,0.6231,0.7626,6333,4750,0.2691131498,27500,27100,0.3992805755,0.173
"392840","Bachelor's-degree","Private Nonprofit",27628,0.2094240838,0.3258426966,40410.23996,0.3655,0.5761,31000,7306.5,0.5811518325,23600,28300,0.5277777778,0.08
"213181","Certificate-degree","Private For-profit",12586,0.4713450292,0.5578231293,18549.96938,0.7199,0.7813,9500,4192,0.2736842105,19500,20900,0.4051490515,0.194
"102580","Certificate-degree","Private Nonprofit",5697,0.4347826087,0.5076923077,27846.69316,0.3,0.24,14000,5500,0.4167031045,25000,30600,0.4088072088,0
"431169","Certificate-degree","Public",9102,0.8358208955,0.5517241379,12552.13356,0.6391,0,14000,5500,0.3134328358,20900,24400,0.4088072088,0
"122889","Associate's-degree","Public",10727,0.3807823129,0.4704696634,21281.4279,0.2196,0.1058,9500,5500,0.4981292517,26300,34300,0.4329004329,0.234
"224350","Associate's-degree","Public",5173,0.4806832046,0.513232748,19827.37048,0.4123,0.178,6124,3500,0.387555917,23700,28400,0.4120346762,0.206
"374316","Certificate-degree","Private For-profit",6409,0.5400843882,0.6507177033,5747.816598,0.7439,0,14000,5500,0.3966244726,15000,14800,0.4088072088,0.108
"431594","Graduate-degree","Private Nonprofit",14962.5,0.6112138016,0.5076923077,19262.25746,0.5266,0.6008,14000,5500,0.4167031045,25000,30600,0.4088072088,0
"417345","Graduate-degree","Private Nonprofit",14962.5,0.6112138016,0.5076923077,19262.25746,0.5266,0.6008,14000,5500,0.4167031045,25000,30600,0.4088072088,0
"248606","Certificate-degree","Public",220,0.8022922636,0.4982698962,13522.06225,0.2387,0,14000,5500,0.3553008596,26900,25000,0.4088072088,0
"215813","Graduate-degree","Private Nonprofit",14962.5,0.0228471002,0.2195121951,83337.90589,0.5266,0.6008,27000,9500,0.6555360281,32700,45300,0.8232405892,0.026
"223427","Associate's-degree","Public",12246,0.2304255557,0.4318807914,32210.38892,0.2675,0.3446,9000,3500,0.5714285714,30300,36400,0.5004800768,0.202
"447476","Associate's-degree","Private For-profit",21907,0.8726635514,0.6172566372,12360.30568,0.5265,0.6416,22138.5,6334,0.4865654206,16600,22100,0.1606189968,0.236
"206215","Graduate-degree","Private Nonprofit",14962.5,0.6112138016,0.5076923077,19262.25746,0.5266,0.6008,14000,5500,0.4167031045,25000,30600,0.4088072088,0
"457837","Certificate-degree","Private For-profit",13094,0.4759358289,0.4047619048,21788.00751,0.4271,0.5313,6333,5500,0.3262032086,25000,30600,0.4088072088,0
"417637","Certificate-degree","Public",16256,0.6838709677,0.5434782609,21692.35549,0.8561,0.9424,9184,5500,0.4167031045,22100,26800,0.3625,0.326
"189981","Graduate-degree","Private Nonprofit",14962.5,0.6112138016,0.5076923077,19262.25746,0.5266,0.6008,14000,5500,0.4167031045,25000,30600,0.4088072088,0
"442684","Certificate-degree","Private For-profit",17771,0.85,0.5073170732,22034.20275,0.5132,0.6118,48000,27625,0.3166666667,24300,28100,0.2948402948,0.232
"381529","Certificate-degree","Public",5,0.653157717,0.4559159434,11235.85102,0.6617,0,14000,5500,0.5271867612,24500,30800,0.4088072088,0
"216649","Certificate-degree","Private Nonprofit",14962.5,0.5984848485,0.5076923077,46889.32677,0.3913,0.6522,20000,5500,0.3863636364,48800,50500,0.6946564885,0.109
"111948","Bachelor's-degree","Private Nonprofit",32222,0.1091069072,0.1818181818,74466.70175,0.2209,0.6586,20000,12000,0.8411790585,41100,50100,0.6384883143,0.048
"475750","NotClassified","Private For-profit",21411,0.7235594457,0.4796264856,21904.20246,0.8824,0.8471,12228,5500,0.412837345,23500,25000,0.4444444444,0.139
"204839","Associate's-degree","Public",9860,0.3713324982,0.4079374031,53341.21628,0.7796,0.8058,21875,6500,0.525548889,30400,39600,0.579420039,0.138
"216782","Associate's-degree","Private For-profit",15637,0.7045454545,0.5028636884,9361.066004,0.7421,0.8255,19993.5,6334,0.3236363636,20500,24400,0.255227882,0.266
"151652","Certificate-degree","Private For-profit",13573,0.6771217712,0.5434298441,13027.23856,0.7107,0.6601,12343,6977,0.4557195572,16700,19400,0.352739726,0.18
"106041","Associate's-degree","Private For-profit",20912,0.3778339586,0.5482621648,28260.82291,0.5148,0.6589,17949.5,4750,0.2493068015,33700,43500,0.4984001506,0.189
"152992","Bachelor's-degree","Private Nonprofit",18493,0.2859174964,0.3695324284,56710.89476,0.4108,0.7096,26230,9500,0.6472261735,31400,38100,0.7099236641,0.087
"187639","Certificate-degree","Public",9312,0.624468989,0.5267576076,18452.14345,0.3572,0.0876,6986,3427.5,0.3415463042,20700,25900,0.4650455927,0.204
"173328","Bachelor's-degree","Private Nonprofit",20911,0.5723738627,0.3301975541,44533.62213,0.3518,0.6556,21500,11000,0.4813895782,38400,48200,0.6492374728,0.055
"452106","Certificate-degree","Public",184,0.2664411875,0.4083546462,6880.625459,0.7312,0,14000,5500,0.2788425404,16200,20300,0.4088072088,0
"231697","Certificate-degree","Public",4432,0.4953051643,0.4980821918,20559.308,0.2721,0.0385,3500,2750,0.3727699531,23000,27200,0.4088072088,0
"444857","Certificate-degree","Private For-profit",12238,0.652173913,0.3086419753,19638.32459,0.619,0.75,14000,5500,0.3913043478,25000,30600,0.6338028169,0.193
"387660","Certificate-degree","Private Nonprofit",14962.5,0.6112138016,0.5076923077,19262.25746,0.75,0.5,14000,5500,0.4167031045,25000,30600,0.4088072088,0
"205887","Certificate-degree","Private For-profit",16311,0.7282404508,0.5579178886,14747.50902,0.8099,0.916,20000,6334,0.4420788979,21500,27200,0.285046729,0.187
"460057","Certificate-degree","Private For-profit",11789,0.6268656716,0.5076923077,18364.84244,0.9351,0.9351,9833,6068,0.5970149254,25000,30600,0.4088072088,0
"175829","Associate's-degree","Public",7356,0.398490922,0.4946177201,19040.26065,0.6924,0.4098,9500,5477.5,0.3265739212,22500,27000,0.2394005848,0.284
"453482","Associate's-degree","Private For-profit",15717,0.8317843866,0.5575539568,11892.94389,0.8284,0.6912,26498.5,6334,0.4544609665,17600,23000,0.1039565555,0.098
"450517","Bachelor's-degree","Private For-profit",24433,0.7821434898,0.5106051633,22412.463,0.7221,0.864,39007.5,9500,0.4313374668,32400,47000,0.3574563959,0.234
"144005","Bachelor's-degree","Public",12048,0.6082802548,0.4514630748,15590.58893,0.8337,0.9451,23158,9500,0.7480537863,25100,33000,0.2544103993,0.137
"190646","Bachelor's-degree","Public",7814,0.433492823,0.4742268041,18035.91487,0.6443,0.1456,5500,2849.5,0.588277512,24500,35000,0.3992606285,0.148
"439400","Certificate-degree","Private For-profit",12461,0.6112138016,0.6041666667,12281.86376,0.4762,0.3452,3000,2500,0.4167031045,25000,30600,0.4088072088,0
"446561","Certificate-degree","Private For-profit",23333,0.7396039604,0.4078794902,27624.18336,0.5481,0.8682,18250,4750,0.3316831683,44200,30600,0.5111111111,0.047
"104708","Certificate-degree","Public",7116,0.512469764,0.5474613687,19111.91188,0.3842,0.2068,14000,5500,0.5060472099,27400,33600,0.3962948047,0.176
"407489","Certificate-degree","Public",10617,0.7472527473,0.5076923077,17895.94836,0.1842,0.1316,14000,5500,0.4167031045,25000,30600,0.4088072088,0
"462293","Certificate-degree","Private Nonprofit",20464,0.8651685393,0.4929577465,20707.20544,0.1382,0.1184,14000,5500,0.393258427,25000,30600,0.4088072088,0.131
"219046","Bachelor's-degree","Public",14965,0.3286893705,0.3202216066,42529.21972,0.3833,0.613,24800,7501,0.4076367389,28000,34400,0.6596512327,0.097
"213233","Associate's-degree","Private Nonprofit",20204,0.2410501193,0.4907651715,41588.27048,0.6591,0.8136,12000,5500,0.2696897375,33600,35900,0.7672131148,0.096
"208406","Associate's-degree","Public",4211,0.584,0.4777234838,19854.31505,0.3508,0.4389,13000,5500,0.5173333333,27100,32300,0.4231433506,0.214
"167899","Bachelor's-degree","Private Nonprofit",28200,0.5319495319,0.3686460808,42808.62498,0.2307,0.7383,23000,12648,0.6088726089,36400,43800,0.5465869457,0.088
"154165","Certificate-degree","Private For-profit",10731,0.5505617978,0.5076923077,19121.70756,0.7746,1,14302,4625,0.4167031045,25000,30600,0.3225806452,0.111
"419147","Certificate-degree","Private For-profit",17061,0.5897435897,0.619047619,19837.38058,0.6842,0.8772,8685,5500,0.3717948718,18900,26300,0.3620689655,0.281
"452115","Certificate-degree","Private For-profit",14856,0.7884835295,0.5336189234,13186.93475,0.8924,0.8251,17886.5,5945.5,0.4176841639,20100,25300,0.1437151703,0.282
"227863","Bachelor's-degree","Private Nonprofit",21428,0.3026315789,0.3897338403,38286.83428,0.3462,0.453,23500,8500,0.6661184211,35800,47800,0.6101010101,0.075
"15468802","NotClassified","Private Nonprofit",14962.5,0.5512465374,0.3754940711,54778.32939,0.5266,0.6008,24478,8750,0.4746075716,41800,48800,0.6068003487,0.058
"15085302","NotClassified","Private For-profit",14962.5,0.6943005181,0.6341463415,15234.75746,0.5266,0.6008,15853.5,4750,0.4300518135,13800,14600,0.1666666667,0.145
"380377","Associate's-degree","Public",4925,0.7556008147,0.4351585014,2717.386818,0.582,0,14000,5500,0.3380855397,19400,27900,0.4088072088,0
"141015","Certificate-degree","Private For-profit",21439,0.6038647343,0.1989795918,29883.83134,0.1433,0.6156,24403,8985.5,0.270531401,54800,74800,0.6565656566,0.127
"179991","Certificate-degree","Private For-profit",9823,0.5,0.5076923077,28034.19285,0.3962,0.4528,14000,5500,0.4167031045,25000,30600,0.4088072088,0.125
"22870501","NotClassified","Public",14962.5,0.4173067076,0.5071118135,25818.59792,0.5266,0.6008,18753.5,7445,0.6832223929,33300,38800,0.4771784232,0.184
"139199","Bachelor's-degree","Private Nonprofit",16076,0.6455906822,0.4364851958,32198.79828,0.5217,0.7383,25000,10474,0.6081530782,34200,42000,0.5657418577,0.075
"177551","Bachelor's-degree","Public",9966,0.338028169,0.5030991736,17256.49325,0.7792,0.7736,21800,4750,0.7058823529,20000,28200,0.154679041,0.279
"462390","Bachelor's-degree","Private For-profit",17900,0.9178236634,0.5399317561,16576.05959,0.8036,0.8214,29213,5500,0.3939029156,33400,51100,0.2638079401,0.26
"133960","Associate's-degree","Public",13700,0.495,0.4884615385,22996.90885,0.3331,0.1677,10500,5500,0.405,22300,29100,0.3367346939,0.194
"455992","Graduate-degree","Private Nonprofit",14962.5,0.6112138016,0.5076923077,19262.25746,0.5266,0.6008,14000,5500,0.4167031045,25000,30600,0.4088072088,0
"235769","Bachelor's-degree","Private Nonprofit",14604,0.24,0.4074074074,51507.52366,0.4724,0.6626,20125,5500,0.592,25000,37100,0.6538461538,0.027
"239080","Bachelor's-degree","Private Nonprofit",18245,0.2931392931,0.4501718213,52298.02196,0.3738,0.7408,27000,9500,0.4927234927,37200,37900,0.6887755102,0.058
"166009","Certificate-degree","Private For-profit",74122,0.1509433962,0.3888888889,54322.7364,0.252,0.622,5500,5500,0.4167031045,22000,27100,0.6857142857,0.076
"374927","Certificate-degree","Private For-profit",16945,0.592920354,0.381443299,17196.29517,0.5338,0.4436,8600,4750,0.2831858407,16100,16200,0.464,0.059
"153834","Bachelor's-degree","Private Nonprofit",23881,0.0213178295,0.127420999,92719.48268,0.1975,0.7155,27000,11000,0.7034883721,33400,41800,0.8558139535,0.025
"439701","Certificate-degree","Private Nonprofit",11779,0.545,0.3825136612,39158.45083,0.5331,0.5744,23802.5,9500,0.39,25000,30100,0.5454545455,0.057
"161509","Bachelor's-degree","Private Nonprofit",28219,0.162601626,0.5076923077,54871.10506,0.4225,0.8535,27000,7500,0.7073170732,19600,24900,0.7617021277,0.086
"448761","Associate's-degree","Private For-profit",22809,0.806261075,0.5068597561,14290.20559,0.7327,0.8391,25750,6752,0.3366804489,19200,25600,0.128115942,0.348
"461865","Certificate-degree","Private For-profit",11314,0.9252873563,0.6637931034,22624.87889,0.2969,0.0166,14000,5500,0.3045977011,25000,30600,0.4088072088,0
"201034","Certificate-degree","Public",11143,0.8197879859,0.6454183267,17998.88333,0.0676,0.0421,9250,2375,0.3462897527,24800,29600,0.4088072088,0
"206048","Bachelor's-degree","Private Nonprofit",23936,0.7622042528,0.5843694494,12288.56667,0.6975,0.8589,23000,7866,0.5525606469,32200,37500,0.5359922179,0.104
"421018","Bachelor's-degree","Private For-profit",20072,0.9178236634,0.5399317561,16576.05959,0.7265,0.7999,29213,5500,0.3939029156,33400,51100,0.2638079401,0.26
"459365","Certificate-degree","Private For-profit",17108,0.6567164179,0.5076923077,19088.01197,0.6769,0.6923,9833,3750,0.4167031045,25000,30600,0.4088072088,0
"167215","Graduate-degree","Private Nonprofit",14962.5,0.6112138016,0.5076923077,3611.950559,0.5266,0.6008,14000,5500,0.4167031045,55800,64500,0.4088072088,0.026
"150941","Bachelor's-degree","Private Nonprofit",18686,0.1218181818,0.2761904762,64365.91429,0.3818,0.7783,25486,10313,0.6127272727,28400,34400,0.817961165,0.027
"455239","Certificate-degree","Private For-profit",20632,0.7727272727,0.5026737968,14287.47641,0.1071,0.1071,10667,4750,0.3227272727,25000,30600,0.4088072088,0.25
"177746","Bachelor's-degree","Private Nonprofit",25134,0.0917225951,0.2307692308,55440.12586,0.4086,0.7419,27538,8750,0.6912751678,20900,28600,0.575,0.171
"449445","Certificate-degree","Private For-profit",21442,0.6825396825,0.5714285714,10930.50049,0.1776,0.1842,9077,7540,0.3571428571,25000,30600,0.4166666667,0.215
"205531","Associate's-degree","Private For-profit",26182,0.8247261346,0.6983240223,10535.85217,0.9848,0.9848,25752,8833,0.3442879499,17800,20100,0.1733021077,0.186
"224226","Bachelor's-degree","Private Nonprofit",19813,0.3935742972,0.3196462413,49928.2629,0.3214,0.6158,22000,8278,0.5140562249,35900,42400,0.5401505646,0.083
"413413","Bachelor's-degree","Private For-profit",15040,0.9856386321,0.5309410066,21833.65961,0.5815,0.8431,23000,4500,0.5777757831,49500,66600,0.3785998595,0.109
"418162","Certificate-degree","Private For-profit",19202,0.7462962963,0.5679862306,10282.59172,0.7972,0.8253,8091,4748,0.1861111111,20100,35300,0.1950852558,0.291
"193247","Bachelor's-degree","Private Nonprofit",5215,0.1851851852,0.5076923077,28517.44584,0.6284,0,14000,5500,0.4167031045,25000,12100,0.4088072088,0
"157377","Bachelor's-degree","Private Nonprofit",22772,0.7389210019,0.5491891892,29894.05958,0.6831,0.7778,22537.5,7500,0.6165703276,27600,36700,0.5273631841,0.129
"128577","Certificate-degree","Public",6103,0.5514950166,0.474801061,24414.10289,0.3438,0.0605,5500,3500,0.4031007752,21200,30900,0.5301204819,0.14
"449144","Certificate-degree","Private Nonprofit",6549,0.5768266176,0.5795940171,0,0.958,0,14000,5500,0.1957866577,14200,16100,0.4088072088,0
"181853","Bachelor's-degree","Private Nonprofit",17138,0.1736111111,0.3071161049,40754.6192,0.502,0.8863,27000,9500,0.5972222222,24500,36600,0.6625514403,0.114
"126182","Bachelor's-degree","Public",11156,0.3126153846,0.4231824417,37045.59101,0.5662,0.632,18536,8250,0.5409230769,24700,32800,0.4038461538,0.157
"133508","Associate's-degree","Public",10235,0.4344863732,0.5629835964,24205.9383,0.4254,0.2614,8308.5,4500,0.4217767296,27900,32500,0.4447354636,0.203
"132806","Certificate-degree","Private For-profit",23816,0.804587156,0.5148387097,17224.42809,0.3493,0.3576,12750,6334,0.4110091743,18100,21200,0.17233809,0.177
"457332","Certificate-degree","Private For-profit",11013,0.525,0.5076923077,27511.43804,0.0714,0.2857,14000,5500,0.4167031045,25000,30600,0.4088072088,0.25
"448673","Associate's-degree","Private For-profit",18903,0.8045418087,0.5073885731,23057.998,0.6868,0.9111,21175.5,5500,0.4226488871,27300,30900,0.2916231148,0.185
"441928","Certificate-degree","Private For-profit",16693,0.7884835295,0.5336189234,13186.93475,0.801,0.8717,17886.5,5945.5,0.4176841639,20100,25300,0.1437151703,0.282
"456621","Bachelor's-degree","Private For-profit",14962.5,0.9124417741,0.5200258956,17006.54528,0.3192,0.3803,32639,6334,0.4833254574,36500,49200,0.2362218678,0.151
"225991","Associate's-degree","Private For-profit",20711,0.4398148148,0.3655913978,19625.46801,0.6207,0.6379,18404,6364,0.4398148148,19400,27100,0.2328767123,0.221
"448017","Certificate-degree","Private For-profit",20223,0.8054298643,0.4918918919,10309.34755,0.9677,0.9516,7114,5500,0.520361991,25000,30600,0.3225806452,0.222
"454537","Certificate-degree","Private For-profit",12010,0.4329896907,0.5185185185,29776.35449,0.2768,0.4286,12000,5500,0.4167031045,25000,30600,0.4545454545,0.125
"442985","Certificate-degree","Private For-profit",20479,0.7425149701,0.4661654135,13929.84205,0.4397,0.6466,9500,6905.5,0.2754491018,20100,30600,0.4894736842,0.283
"190503","Associate's-degree","Private Nonprofit",36826,0.2682717111,0.2865039152,49623.83112,0.2704,0.6185,14750,5500,0.364144454,33800,42200,0.7423876269,0.094
"194240","Associate's-degree","Public",5836,0.3350641417,0.4771992819,32837.44579,0.2529,0.2144,11296.5,5020,0.3344532682,26200,33000,0.489894129,0.171
"175139","Graduate-degree","Private Nonprofit",14962.5,0.6112138016,0.5076923077,19262.25746,0.5266,0.6008,14000,5500,0.4167031045,25000,30600,0.4088072088,0.083
"444024","Certificate-degree","Private For-profit",18281,0.7535714286,0.5096793708,14922.80145,0.6641,0.5111,9500,4750,0.3408482143,21000,28900,0.2209461307,0.171
"448105","Certificate-degree","Private For-profit",14962.5,0.8279569892,0.5675675676,1309.780446,0.9651,0.9651,6333,3167,0.4167031045,25000,30600,0.3170731707,0.2
"47657702","NotClassified","Private For-profit",14962.5,0.8823529412,0.6164383562,8970.101765,0.5266,0.6008,9500,8250,0.362745098,25000,30600,0.4088072088,0
"451194","Certificate-degree","Private For-profit",10403,0.7714285714,0.5076923077,26587.45611,0.5094,0.717,14000,5500,0.4167031045,25000,30600,0.6551724138,0.083
"216524","Bachelor's-degree","Private Nonprofit",27512,0.6112138016,0.2196620584,93204.02521,0.2258,0.7128,27000,9500,0.8348082596,35600,52100,0.854442344,0.035
"434061","Certificate-degree","Public",4325,0.4604385129,0.5671388102,16613.60309,0.2645,0,14000,5500,0.5285986654,24000,30600,0.4088072088,0.184
"207254","Certificate-degree","Private For-profit",20673,0.4103992572,0.483908046,25152.74278,0.7253,0.9489,20000,6459,0.2924791086,34500,39300,0.4382022472,0.236
"447166","Certificate-degree","Private For-profit",13395,0.6352941176,0.5090252708,17345.08006,0.5938,0.625,16000,6894,0.4647058824,18100,19400,0.1803797468,0.227
"467881","Certificate-degree","Private For-profit",21202,0.6724262059,0.6096673597,14576.60637,0.9247,0.8614,9500,4750,0.3272138229,22200,22200,0.2080057184,0.164
"420194","Certificate-degree","Private For-profit",13456,0.7052401747,0.6164772727,13740.19471,0.7581,0.5162,7133,4550,0.4454148472,15800,23500,0.1965317919,0.233
"137120","Certificate-degree","Public",6932,0.6940298507,0.5,16948.65928,0.1503,0,14000,5500,0.3507462687,27900,21800,0.4088072088,0
"172802","Certificate-degree","Private For-profit",6875,0.6951219512,0.5277777778,10496.27138,0.9851,0,14000,5500,0.4512195122,15500,18300,0.4088072088,0
"441894","Certificate-degree","Public",14962.5,0.6112138016,0.5076923077,15454.67691,0.3958,0,14000,5500,0.4167031045,25000,30600,0.4088072088,0.131
"181394","Bachelor's-degree","Public",12060,0.3002936858,0.3390404141,46449.92331,0.3159,0.4504,18940,6110,0.515051395,33200,41700,0.6496722505,0.072
"215530","Certificate-degree","Private For-profit",4767,0.4262295082,0.5076923077,20294.15717,0.5517,0.6897,6988.5,5500,0.4167031045,25000,30600,0.4047619048,0.142
"149763","Bachelor's-degree","Private Nonprofit",14962.5,0.7246835443,0.3758865248,31863.94086,0.2343,0.6434,25000,10095.5,0.5411392405,61600,30600,0.7932960894,0.008
"421513","Associate's-degree","Private For-profit",19841,0.7167097807,0.5262342091,14933.85861,0.8489,0.777,17800,4867,0.3767245627,27700,27400,0.2426065163,0.262
"222831","Bachelor's-degree","Public",12604,0.2017045455,0.438174852,40031.99913,0.4576,0.5762,20500,7082,0.5413510101,29800,37700,0.5429928741,0.168
"447014","Certificate-degree","Private For-profit",15929,0.8633093525,0.6013986014,15989.52599,0.8315,0.8337,10244,5192,0.5323741007,14500,30600,0.2635658915,0.303
"448220","Certificate-degree","Private For-profit",4166,0.6086956522,0.5076923077,22755.39721,0.3516,0.3407,11475,5543.5,0.4167031045,25000,30600,0.5405405405,0.25
"172963","Associate's-degree","Public",15406,0.4395758303,0.3849296414,36261.4934,0.3351,0.4012,14250,5500,0.3837535014,30600,36800,0.5356877323,0.145
"201104","Bachelor's-degree","Private Nonprofit",22108,0.3028603477,0.3698949825,58069.10705,0.3088,0.6317,25000,8603,0.5872125631,32200,39000,0.7022900763,0.056
"392354","Certificate-degree","Private Nonprofit",14962.5,0.6112138016,0.5076923077,17693.40486,0,0.4,14000,5500,0.4167031045,25000,30600,0.4088072088,0
"449995","Certificate-degree","Private For-profit",13656,0.5842911877,0.4519650655,24737.98844,0.2939,0.5431,12086.5,4750,0.4291187739,17400,19900,0.5080213904,0.2
"190053","Associate's-degree","Public",7663,0.2505510654,0.4600858369,31009.73141,0.3869,0.3582,11000,5500,0.3886847906,24100,30300,0.4846827133,0.219
"457961","Certificate-degree","Private For-profit",15603,0.4333333333,0.5076923077,22245.53837,0.5758,0.6818,8028,4750,0.4167031045,25000,30600,0.4088072088,0
"430218","Certificate-degree","Private For-profit",15192,0.6604938272,0.563002681,12801.06582,0.557,0.5789,11177,6175,0.3888888889,16800,18600,0.2186915888,0.286
"102270","Bachelor's-degree","Private Nonprofit",17421,0.1251980983,0.4093357271,22609.74528,0.7817,0.7584,34500,13526.5,0.7686212361,19800,25700,0.1687612208,0.199
"213385","Bachelor's-degree","Private Nonprofit",29125,0.0172955975,0.1338842975,102347.2917,0.1073,0.4286,23832.5,5500,0.6147798742,48600,68800,0.9137529138,0.018
"130040","Associate's-degree","Public",6585,0.5602605863,0.4842883549,22473.19752,0.3045,0.0129,14000,2250,0.3664495114,23500,24600,0.7538461538,0.076
"189954","Certificate-degree","Private For-profit",11551,0.6112138016,0.54,6460.20133,0.9375,0.875,16500,9500,0.4167031045,25000,30600,0.4088072088,0.38
"428019","Certificate-degree","Public",3920,0.7462686567,0.5076923077,18227.14382,0.1649,0,14000,5500,0.5223880597,25000,30600,0.4088072088,0
"151342","Bachelor's-degree","Public",11907,0.3412065113,0.4700348432,35580.10411,0.3607,0.4312,24759,9000,0.5732524737,27600,33400,0.4740415335,0.149
"372329","Associate's-degree","Private For-profit",18024,0.7531504818,0.5548617306,18135.83962,0.6852,0.7246,17141.5,4281,0.300222387,21600,22300,0.3432432432,0.132
"459143","Certificate-degree","Private For-profit",18626,0.6774193548,0.5076923077,19565.18509,0.3563,0.4368,14000,5500,0.4167031045,25000,30600,0.4088072088,0
"184791","Associate's-degree","Public",6409,0.3696919234,0.5477243995,28912.32496,0.3006,0.1704,9000,4748.5,0.4435192895,27000,33400,0.49375,0.182
"211431","Bachelor's-degree","Private Nonprofit",15932,0.3695652174,0.3970588235,39048.84858,0.3716,0.6647,26960,9500,0.5239130435,34700,39400,0.5936794582,0.048
"177287","Certificate-degree","Private For-profit",9416,0.6445993031,0.6463414634,11401.06813,0.6185,0.5636,9833,4204,0.4146341463,13500,15000,0.2034883721,0.181
"448035","Certificate-degree","Private For-profit",11868,0.7023809524,0.3714285714,15268.72792,0.7,0.88,14000,5500,0.4167031045,25000,30600,0.5609756098,0.148
"196255","Bachelor's-degree","Public",14962.5,0.8222222222,0.3822222222,21801.99408,0.194,0.597,16000,5500,0.262962963,69700,128000,0.8941176471,0.021
"462044","Graduate-degree","Private Nonprofit",14962.5,0.6112138016,0.5076923077,19262.25746,0.5266,0.6008,14000,5500,0.4167031045,25000,30600,0.4088072088,0
"143534","Certificate-degree","Private For-profit",25205,0.6504854369,0.5303030303,11232.59015,0.7913,0.7826,12500,4750,0.4854368932,14600,15700,0.0849673203,0.084
